PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32625601","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): porcine reproductive and respiratory syndrome (PRRS)","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Beltrán Beck B, Kohnle L, Morgado J, Bicout D.","EFSA J. 2017 Jul 24;15(7):e04949. doi: 10.2903/j.efsa.2017.4949. eCollection 2017 Jul.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7009866","","10.2903/j.efsa.2017.4949"
"32625294","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): infestation with Varroa spp. (varroosis)","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Candiani D, Verdonck F, Beltrán-Beck B, Kohnle L, Bicout D.","EFSA J. 2017 Oct 6;15(10):e04997. doi: 10.2903/j.efsa.2017.4997. eCollection 2017 Oct.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7009930","","10.2903/j.efsa.2017.4997"
"32625256","Scientific Opinion of Flavouring Group Evaluation 407 (FGE.407): 4-amino-5-(3-(isopropylamino)-2,2-dimethyl-3-oxopropoxy)-2-methylquinoline-3-carboxylic acid","EFSA Panel on Food Contact Materials, Enzymes, Flavourings and Processing Aids (CEF); Silano V, Bolognesi C, Castle L, Cravedi JP, Engel KH, Fowler P, Franz R, Grob K, Gürtler R, Husøy T, Kärenlampi S, Milana MR, Penninks A, Tavares Poças MF, Smith A, Tlustos C, Wölfle D, Zorn H, Zugravu CA, Beckman Sundh U, Brimer L, Mulder G, Anastassiadou M, Mennes W.","EFSA J. 2017 Jan 11;15(1):e04660. doi: 10.2903/j.efsa.2017.4660. eCollection 2017 Jan.","EFSA Panel on Food Contact Materials, Enzymes, Flavourings and Processing Aids (CEF)","EFSA J","2017","2020/07/07","PMC7010025","","10.2903/j.efsa.2017.4660"
"33603896","Modification of the existing maximum residue levels for difenoconazole in leafy brassica","European Food Safety Authority (EFSA); Anastassiadou M, Bernasconi G, Brancato A, Carrasco Cabrera L, Ferreira L, Greco L, Jarrah S, Kazocina A, Leuschner R, Magrans JO, Miron I, Nave S, Pedersen R, Reich H, Rojas A, Sacchi A, Santos M, Scarlato AP, Theobald A, Vagenende B, Verani A.","EFSA J. 2021 Feb 9;19(2):e06407. doi: 10.2903/j.efsa.2021.6407. eCollection 2021 Feb.","European Food Safety Authority (EFSA)","EFSA J","2021","2021/02/19","PMC7871204","","10.2903/j.efsa.2021.6407"
"32625600","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): Japanese encephalitis (JE)","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Dhollander S, Beltrán-Beck B, Kohnle L, Morgado J, Bicout D.","EFSA J. 2017 Jul 31;15(7):e04948. doi: 10.2903/j.efsa.2017.4948. eCollection 2017 Jul.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7009931","","10.2903/j.efsa.2017.4948"
"35311012","Evaluation of confirmatory data following the Article 12 MRL review and modification of the existing maximum residue levels for deltamethrin in tomatoes and okra/lady's fingers","European Food Safety Authority (EFSA); Bellisai G, Bernasconi G, Brancato A, Cabrera LC, Ferreira L, Giner G, Greco L, Jarrah S, Leuschner R, Magrans JO, Miron I, Nave S, Pedersen R, Reich H, Ruocco S, Santos M, Pia Scarlato A, Theobald A, Vagenende B, Verani A.","EFSA J. 2022 Mar 14;20(3):e07107. doi: 10.2903/j.efsa.2022.7107. eCollection 2022 Mar.","European Food Safety Authority (EFSA)","EFSA J","2022","2022/03/21","PMC8919250","","10.2903/j.efsa.2022.7107"
"35898294","Risk assessment of a new bioinformatics evaluation of the insertion sites of genetically modified soybean event 40-3-2","EFSA Panel on Genetically Modified Organisms (GMO); Mullins E, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Naegeli H, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Goumperis T, Raffaello T.","EFSA J. 2022 Jul 22;20(7):e07412. doi: 10.2903/j.efsa.2022.7412. eCollection 2022 Jul.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2022","2022/07/28","PMC9305392","","10.2903/j.efsa.2022.7412"
"37644961","Guidance document on the impact of water treatment processes on residues of active substances or their metabolites in water abstracted for the production of drinking water","European Chemicals Agency (ECHA) and European Food Safety Authority (EFSA); Hofman-Caris R, Dingemans M, Reus A, Shaikh SM, Muñoz Sierra J, Karges U, der Beek TA, Nogueiro E, Lythgo C, Parra Morte JM, Bastaki M, Serafimova R, Friel A, Court Marques D, Uphoff A, Bielska L, Putzu C, Ruggeri L, Papadaki P.","EFSA J. 2023 Aug 28;21(8):e08194. doi: 10.2903/j.efsa.2023.8194. eCollection 2023 Aug.","European Chemicals Agency (ECHA) and European Food Safety Authority (EFSA)","EFSA J","2023","2023/08/30","PMC10461463","","10.2903/j.efsa.2023.8194"
"32626220","Evaluation of confirmatory data following the Article 12 MRL review for flutolanil","European Food Safety Authority (EFSA); Abdourahime H, Anastassiadou M, Brancato A, Brocca D, Carrasco Cabrera L, De Lentdecker C, Ferreira L, Greco L, Jarrah S, Kardassi D, Leuschner R, Lostia A, Lythgo C, Medina P, Miron I, Molnar T, Nave S, Pedersen R, Raczyk M, Reich H, Ruocco S, Sacchi A, Santos M, Stanek A, Sturma J, Tarazona J, Theobald A, Vagenende B, Verani A, Villamar-Bouza L.","EFSA J. 2019 Feb 4;17(2):e05593. doi: 10.2903/j.efsa.2019.5593. eCollection 2019 Feb.","European Food Safety Authority (EFSA)","EFSA J","2019","2020/07/07","PMC7009047","","10.2903/j.efsa.2019.5593"
"32626442","Applying ecosystem services for pre-market environmental risk assessments of regulated stressors","Devos Y, Munns WR Jr, Forbes VE, Maltby L, Stenseke M, Brussaard L, Streissl F, Hardy A.","EFSA J. 2019 Jul 8;17(Suppl 1):e170705. doi: 10.2903/j.efsa.2019.e170705. eCollection 2019 Jul.","Devos Y","EFSA J","2019","2020/07/07","PMC7015505","","10.2903/j.efsa.2019.e170705"
"35662806","Risks related to a possible reduction of the waiting period for dogs after rabies antibody titration to 30 days compared with 90 days of the current EU legislative regime","European Food Safety Authority (EFSA); Alvarez J, Nielsen SS, Robardet E, Stegeman A, Van Gucht S, Vuta V, Antoniou SE, Aznar I, Papanikolaou A, Roberts HC.","EFSA J. 2022 Jun 2;20(6):e07350. doi: 10.2903/j.efsa.2022.7350. eCollection 2022 Jun.","European Food Safety Authority (EFSA)","EFSA J","2022","2022/06/06","PMC9161159","","10.2903/j.efsa.2022.7350"
"38405113","Antimicrobial consumption and resistance in bacteria from humans and food-producing animals: Fourth joint inter-agency report on integrated analysis of antimicrobial agent consumption and occurrence of antimicrobial resistance in bacteria from humans and food-producing animals in the EU/EEA JIACRA IV - 2019-2021","European Centre for Disease Prevention and Control (ECDC); European Food Safety Authority (EFSA); European Medicines Agency (EMA).","EFSA J. 2024 Feb 23;22(2):e8589. doi: 10.2903/j.efsa.2024.8589. eCollection 2024 Feb.","European Centre for Disease Prevention and Control (ECDC)","EFSA J","2024","2024/02/26","PMC10885775","","10.2903/j.efsa.2024.8589"
"32313572","Collection and review of updated scientific epidemiological data on porcine epidemic diarrhoea","European Food Safety Authority (EFSA).","EFSA J. 2016 Feb 17;14(2):4375. doi: 10.2903/j.efsa.2016.4375. eCollection 2016 Feb.","European Food Safety Authority (EFSA)","EFSA J","2016","2020/04/22","PMC7163754","","10.2903/j.efsa.2016.4375"
"32626162","Risk assessment of African swine fever in the south-eastern countries of Europe","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Bicout D, Calistri P, Depner K, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Michel V, Miranda MA, Roberts H, Sihvonen L, Spoolder H, Ståhl K, Viltrop A, Winckler C, Boklund A, Bøtner A, Gonzales Rojas JL, More SJ, Thulke HH, Antoniou SE, Cortinas Abrahantes J, Dhollander S, Gogin A, Papanikolaou A, Gonzalez Villeta LC, Gortázar Schmidt C.","EFSA J. 2019 Nov 5;17(11):e05861. doi: 10.2903/j.efsa.2019.5861. eCollection 2019 Nov.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2019","2020/07/07","PMC7008867","","10.2903/j.efsa.2019.5861"
"34354766","Assessment of the control measures of the category A diseases of Animal Health Law: peste des petits ruminants","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Bicout DJ, Calistri P, Canali E, Depner K, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar C, Herskin M, Michel V, Miranda Chueca MÁ, Padalino B, Pasquali P, Roberts HC, Sihvonen LH, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Gubbins S, Libeau G, Broglia A, Aznar I, Van der Stede Y.","EFSA J. 2021 Jul 30;19(7):e06708. doi: 10.2903/j.efsa.2021.6708. eCollection 2021 Jul.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2021","2021/08/06","PMC8323035","","10.2903/j.efsa.2021.6708"
"33072192","Assessment of the 2018 post-market environmental monitoring report on the cultivation of genetically modified maize MON 810 in the EU","European Food Safety Authority (EFSA); Álvarez F, Georgiadis M, Messéan A, Streissl F.","EFSA J. 2020 Oct 12;18(10):e06245. doi: 10.2903/j.efsa.2020.6245. eCollection 2020 Oct.","European Food Safety Authority (EFSA)","EFSA J","2020","2020/10/19","PMC7549383","","10.2903/j.efsa.2020.6245"
"32313568","Scientific Opinion on the welfare of cattle kept for beef production and the welfare in intensive calf farming systems","EFSA Panel on Animal Health and Welfare (AHAW).","EFSA J. 2012 May 15;10(5):2669. doi: 10.2903/j.efsa.2012.2669. eCollection 2012 May.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2012","2020/04/22","PMC7163673","","10.2903/j.efsa.2012.2669"
"36875865","Prioritisation of zoonotic diseases for coordinated surveillance systems under the One Health approach for cross-border pathogens that threaten the Union","European Food Safety Authority (EFSA); Berezowski J, de Balogh K, Dórea FC, Rüegg S, Broglia A, Gervelmeyer A, Kohnle L.","EFSA J. 2023 Mar 3;21(3):e07853. doi: 10.2903/j.efsa.2023.7853. eCollection 2023 Mar.","European Food Safety Authority (EFSA)","EFSA J","2023","2023/03/06","PMC9982565","","10.2903/j.efsa.2023.7853"
"32625502","Guidance on the risk assessment of substances present in food intended for infants below 16 weeks of age","EFSA Scientific Committee; Hardy A, Benford D, Halldorsson T, Jeger MJ, Knutsen HK, More S, Naegeli H, Noteborn H, Ockleford C, Ricci A, Rychen G, Schlatter JR, Silano V, Solecki R, Turck D, Bresson JL, Dusemund B, Gundert-Remy U, Kersting M, Lambré C, Penninks A, Tritscher A, Waalkens-Berendsen I, Woutersen R, Arcella D, Court Marques D, Dorne JL, Kass GE, Mortensen A.","EFSA J. 2017 May 31;15(5):e04849. doi: 10.2903/j.efsa.2017.4849. eCollection 2017 May.","EFSA Scientific Committee","EFSA J","2017","2020/07/07","PMC7010120","","10.2903/j.efsa.2017.4849"
"34853616","Modification of the existing maximum residue levels for dodine in citrus fruits","European Food Safety Authority (EFSA); Bellisai G, Bernasconi G, Brancato A, Carrasco Cabrera L, Ferreira L, Giner G, Greco L, Jarrah S, Leuschner R, Magrans JO, Miron I, Nave S, Pedersen R, Reich H, Ruocco S, Santos M, Scarlato AP, Theobald A, Vagenende B, Verani A.","EFSA J. 2021 Nov 26;19(11):e06950. doi: 10.2903/j.efsa.2021.6950. eCollection 2021 Nov.","European Food Safety Authority (EFSA)","EFSA J","2021","2021/12/02","PMC8619697","","10.2903/j.efsa.2021.6950"
"32625615","Safety and nutritional value of a dried killed bacterial biomass from Escherichia coli (FERM BP-10942) (PT73 (TM)) as a feed material for pigs, ruminants and salmonids","EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP); Rychen G, Aquilina G, Azimonti G, Bampidis V, Bastos ML, Bories G, Cocconcelli PS, Flachowsky G, Gropp J, Kolar B, Kouba M, López-Alonso M, López Puente S, Mantovani A, Mayo B, Ramos F, Saarela M, Villa RE, Wallace RJ, Wester P, Brantom P, Gralak MA, Herman L, Kärenlampi S, Aguilera J, Galobart J, Holczknecht O, Chesson A.","EFSA J. 2017 Aug 30;15(8):e04936. doi: 10.2903/j.efsa.2017.4936. eCollection 2017 Aug.","EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP)","EFSA J","2017","2020/07/07","PMC7009798","","10.2903/j.efsa.2017.4936"
"32874318","Setting of import tolerances, modification of existing maximum residue levels and evaluation of confirmatory data following the Article 12 MRL review for flupyradifurone and DFA","European Food Safety Authority (EFSA); Anastassiadou M, Bernasconi G, Brancato A, Carrasco Cabrera L, Greco L, Jarrah S, Kazocina A, Leuschner R, Magrans JO, Miron I, Nave S, Pedersen R, Reich H, Rojas A, Sacchi A, Santos M, Stanek A, Theobald A, Vagenende B, Verani A.","EFSA J. 2020 Jun 19;18(6):e06133. doi: 10.2903/j.efsa.2020.6133. eCollection 2020 Jun.","European Food Safety Authority (EFSA)","EFSA J","2020","2020/09/03","PMC7448017","","10.2903/j.efsa.2020.6133"
"34012489","Modification of the existing maximum residue levels and setting of import tolerances for thiabendazole in various crops","EFSA (European Food Safety Authority); Anastassiadou M, Bellisai G, Bernasconi G, Brancato A, Carrasco Cabrera L, Ferreira L, Greco L, Jarrah S, Kazocina A, Leuschner R, Magrans JO, Miron I, Nave S, Pedersen R, Reich H, Santos M, Scarlato AP, Theobald A, Vagenende B, Verani A.","EFSA J. 2021 May 11;19(5):e06586. doi: 10.2903/j.efsa.2021.6586. eCollection 2021 May.","EFSA (European Food Safety Authority)","EFSA J","2021","2021/05/20","PMC8111670","","10.2903/j.efsa.2021.6586"
"32625424","Bluetongue: control, surveillance and safe movement of animals","EFSA Panel on Animal Health and Welfare.","EFSA J. 2017 Mar 8;15(3):e04698. doi: 10.2903/j.efsa.2017.4698. eCollection 2017 Mar.","EFSA Panel on Animal Health and Welfare","EFSA J","2017","2020/07/07","PMC7009973","","10.2903/j.efsa.2017.4698"
"34729090","Maximum levels of cross-contamination for 24 antimicrobial active substances in non-target feed. Part 10: Quinolones: flumequine and oxolinic acid","EFSA Panel on Biological Hazards (BIOHAZ); Koutsoumanis K, Allende A, Alvarez-Ordóñez A, Bolton D, Bover-Cid S, Chemaly M, Davies R, De Cesare A, Herman L, Hilbert F, Lindqvist R, Nauta M, Ru G, Simmons M, Skandamis P, Suffredini E, Andersson DI, Bampidis V, Bengtsson-Palme J, Bouchard D, Ferran A, Kouba M, López Puente S, López-Alonso M, Nielsen SS, Pechová A, Petkova M, Girault S, Broglia A, Guerra B, Innocenti ML, Liébana E, López-Gálvez G, Manini P, Stella P, Peixe L.","EFSA J. 2021 Oct 26;19(10):e06862. doi: 10.2903/j.efsa.2021.6862. eCollection 2021 Oct.","EFSA Panel on Biological Hazards (BIOHAZ)","EFSA J","2021","2021/11/03","PMC8546796","","10.2903/j.efsa.2021.6862"
"32625364","Low atmospheric pressure system for stunning broiler chickens","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bicout D, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortazar Schmidt C, Miranda MA, Nielsen SS, Sihvonen L, Spoolder H, Willeberg P, Raj M, Thulke HH, Velarde A, Vyssotski A, Winckler C, Cortiñas Abrahantes J, Garcia A, Muñoz Guajardo I, Zancanaro G, Michel V.","EFSA J. 2017 Dec 21;15(12):e05056. doi: 10.2903/j.efsa.2017.5056. eCollection 2017 Dec.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7010056","","10.2903/j.efsa.2017.5056"
"34729093","Maximum levels of cross-contamination for 24 antimicrobial active substances in non-target feed. Part 13: Diaminopyrimidines: trimethoprim","EFSA Panel on Biological Hazards (BIOHAZ); Koutsoumanis K, Allende A, Alvarez-Ordóñez A, Bolton D, Bover-Cid S, Chemaly M, Davies R, De Cesare A, Herman L, Hilbert F, Lindqvist R, Nauta M, Ru G, Simmons M, Skandamis P, Suffredini E, Andersson DI, Bampidis V, Bengtsson-Palme J, Bouchard D, Ferran A, Kouba M, López Puente S, López-Alonso M, Nielsen SS, Pechová A, Petkova M, Girault S, Broglia A, Guerra B, Innocenti ML, Liébana E, López-Gálvez G, Manini P, Stella P, Peixe L.","EFSA J. 2021 Oct 26;19(10):e06865. doi: 10.2903/j.efsa.2021.6865. eCollection 2021 Oct.","EFSA Panel on Biological Hazards (BIOHAZ)","EFSA J","2021","2021/11/03","PMC8546793","","10.2903/j.efsa.2021.6865"
"34729083","Maximum levels of cross-contamination for 24 antimicrobial active substances in non-target feed. Part 3: Amprolium","EFSA Panel on Biological Hazards (BIOHAZ); Koutsoumanis K, Allende A, Alvarez-Ordóñez A, Bolton D, Bover-Cid S, Chemaly M, Davies R, De Cesare A, Herman L, Hilbert F, Lindqvist R, Nauta M, Ru G, Simmons M, Skandamis P, Suffredini E, Andersson DI, Bampidis V, Bengtsson-Palme J, Bouchard D, Ferran A, Kouba M, López Puente S, López-Alonso M, Nielsen SS, Pechová A, Petkova M, Girault S, Broglia A, Guerra B, Innocenti ML, Liébana E, López-Gálvez G, Manini P, Stella P, Peixe L.","EFSA J. 2021 Oct 26;19(10):e06854. doi: 10.2903/j.efsa.2021.6854. eCollection 2021 Oct.","EFSA Panel on Biological Hazards (BIOHAZ)","EFSA J","2021","2021/11/03","PMC8546521","","10.2903/j.efsa.2021.6854"
"32625888","Risk of survival, establishment and spread of Batrachochytrium salamandrivorans (Bsal) in the EU","EFSA Panel on Animal Health and Welfare (AHAW); More S, Angel Miranda M, Bicout D, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Michel V, Raj M, Saxmose Nielsen S, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baláž V, Martel A, Murray K, Fabris C, Munoz-Gajardo I, Gogin A, Verdonck F, Gortázar Schmidt C.","EFSA J. 2018 Apr 30;16(4):e05259. doi: 10.2903/j.efsa.2018.5259. eCollection 2018 Apr.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2018","2020/07/07","PMC7009437","","10.2903/j.efsa.2018.5259"
"32625706","Scientific Opinion of Flavouring Group Evaluation 411 (FGE.411): 2-(4-methylphenoxy)-N-(1H-pyrazol-3-yl)-N-(thiophen-2-ylmethyl)acetamide from chemical group 30 (miscellaneous substances)","EFSA Panel on Food Additives and Flavourings (FAF); Younes M, Aquilina G, Castle L, Engel KH, Fowler P, Frutos Fernandez MJ, Fürst P, Gundert-Remy U, Gürtler R, Husøy T, Moldeus P, Oskarsson A, Rainieri S, Shah R, Waalkens-Berendsen I, Wölfle D, Benigni R, Binderup ML, Bolognesi C, Brimer L, Chipman K, Marcon F, Marzin D, Mosesso P, Mulder G, Svendsen C, van Benthem J, Anastassiadou M, Carfí M, Mennes W.","EFSA J. 2018 Oct 19;16(10):e05421. doi: 10.2903/j.efsa.2018.5421. eCollection 2018 Oct.","EFSA Panel on Food Additives and Flavourings (FAF)","EFSA J","2018","2020/07/07","PMC7009771","","10.2903/j.efsa.2018.5421"
"32625698","Modification of the existing maximum residue levels for trifloxystrobin in various crops","European Food Safety Authority (EFSA); Brancato A, Brocca D, De Lentdecker C, Erdos Z, Ferreira L, Greco L, Jarrah S, Kardassi D, Leuschner R, Lythgo C, Medina P, Miron I, Molnar T, Nougadere A, Pedersen R, Reich H, Sacchi A, Santos M, Stanek A, Sturma J, Tarazona J, Theobald A, Vagenende B, Verani A, Villamar-Bouza L.","EFSA J. 2018 Jan 23;16(1):e05154. doi: 10.2903/j.efsa.2018.5154. eCollection 2018 Jan.","European Food Safety Authority (EFSA)","EFSA J","2018","2020/07/07","PMC7009412","","10.2903/j.efsa.2018.5154"
"37213828","Opinion of the Scientific Panel on Animal Health and Welfare on request from the Commission on bluetongue","European Food Safety Authority (EFSA).","EFSA J. 2008 Jul 23;6(7):735. doi: 10.2903/j.efsa.2008.735. eCollection 2008 Jul.","European Food Safety Authority (EFSA)","EFSA J","2008","2023/05/22","PMC10193643","","10.2903/j.efsa.2008.735"
"34729086","Maximum levels of cross-contamination for 24 antimicrobial active substances in non-target feed. Part 6: Macrolides: tilmicosin, tylosin and tylvalosin","EFSA Panel on Biological Hazards (BIOHAZ); Koutsoumanis K, Allende A, Alvarez-Ordóñez A, Bolton D, Bover-Cid S, Chemaly M, Davies R, De Cesare A, Herman L, Hilbert F, Lindqvist R, Nauta M, Ru G, Simmons M, Skandamis P, Suffredini E, Andersson DI, Bampidis V, Bengtsson-Palme J, Bouchard D, Ferran A, Kouba M, López Puente S, López-Alonso M, Nielsen SS, Pechová A, Petkova M, Girault S, Broglia A, Guerra B, Innocenti ML, Liébana E, López-Gálvez G, Manini P, Stella P, Peixe L.","EFSA J. 2021 Oct 26;19(10):e06858. doi: 10.2903/j.efsa.2021.6858. eCollection 2021 Oct.","EFSA Panel on Biological Hazards (BIOHAZ)","EFSA J","2021","2021/11/03","PMC8546505","","10.2903/j.efsa.2021.6858"
"32874301","Rift Valley Fever: risk of persistence, spread and impact in Mayotte (France)","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Bicout DJ, Calistri P, Depner K, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar Schmidt C, Michel V, Miranda Chueca MÁ, Roberts HC, Sihvonen LH, Stahl K, Velarde A, Trop A, Winckler C, Cetre-Sossah C, Chevalier V, de Vos C, Gubbins S, Antoniou SE, Broglia A, Dhollander S, Van der Stede Y.","EFSA J. 2020 Apr 15;18(4):e06093. doi: 10.2903/j.efsa.2020.6093. eCollection 2020 Apr.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2020","2020/09/03","PMC7448016","","10.2903/j.efsa.2020.6093"
"37213854","Opinion of the Scientific Panel on Genetically Modified Organisms on application (reference EFSA-GMO-NL-2006-36) for the placing on the market of the glyphosate-tolerant genetically modified soybean MON89788, for food and feed uses, import and processing under Regulation (EC) No 1829/2003 from Monsanto","European Food Safety Authority (EFSA).","EFSA J. 2008 Jul 11;6(7):758. doi: 10.2903/j.efsa.2008.758. eCollection 2008 Jul.","European Food Safety Authority (EFSA)","EFSA J","2008","2023/05/22","PMC10193637","","10.2903/j.efsa.2008.758"
"34729091","Maximum levels of cross-contamination for 24 antimicrobial active substances in non-target feed. Part 11: Sulfonamides","EFSA Panel on Biological Hazards (BIOHAZ); Koutsoumanis K, Allende A, Alvarez-Ordóñez A, Bolton D, Bover-Cid S, Chemaly M, Davies R, De Cesare A, Herman L, Hilbert F, Lindqvist R, Nauta M, Ru G, Simmons M, Skandamis P, Suffredini E, Andersson DI, Bampidis V, Bengtsson-Palme J, Bouchard D, Ferran A, Kouba M, López Puente S, López-Alonso M, Nielsen SS, Pechová A, Petkova M, Girault S, Broglia A, Guerra B, Innocenti ML, Liébana E, López-Gálvez G, Manini P, Stella P, Peixe L.","EFSA J. 2021 Oct 26;19(10):e06863. doi: 10.2903/j.efsa.2021.6863. eCollection 2021 Oct.","EFSA Panel on Biological Hazards (BIOHAZ)","EFSA J","2021","2021/11/03","PMC8546515","","10.2903/j.efsa.2021.6863"
"32625628","Risk assessment of new sequencing information on genetically modified soybean event 305423","European Food Safety Authority (EFSA); Casacuberta J, Nogué F, Olaru I, Ramon M, Waigmann E.","EFSA J. 2017 Aug 7;15(8):e04967. doi: 10.2903/j.efsa.2017.4967. eCollection 2017 Aug.","European Food Safety Authority (EFSA)","EFSA J","2017","2020/07/07","PMC7010212","","10.2903/j.efsa.2017.4967"
"34729092","Maximum levels of cross-contamination for 24 antimicrobial active substances in non-target feed. Part 12: Tetracyclines: tetracycline, chlortetracycline, oxytetracycline, and doxycycline","EFSA Panel on Biological Hazards (BIOHAZ); Koutsoumanis K, Allende A, Alvarez-Ordóñez A, Bolton D, Bover-Cid S, Chemaly M, Davies R, De Cesare A, Herman L, Hilbert F, Lindqvist R, Nauta M, Ru G, Simmons M, Skandamis P, Suffredini E, Andersson DI, Bampidis V, Bengtsson-Palme J, Bouchard D, Ferran A, Kouba M, López Puente S, López-Alonso M, Nielsen SS, Pechová A, Petkova M, Girault S, Broglia A, Guerra B, Innocenti ML, Liébana E, López-Gálvez G, Manini P, Stella P, Peixe L.","EFSA J. 2021 Oct 26;19(10):e06864. doi: 10.2903/j.efsa.2021.6864. eCollection 2021 Oct.","EFSA Panel on Biological Hazards (BIOHAZ)","EFSA J","2021","2021/11/03","PMC8546800","","10.2903/j.efsa.2021.6864"
"34729088","Maximum levels of cross-contamination for 24 antimicrobial active substances in non-target feed. Part 8: Pleuromutilins: tiamulin and valnemulin","EFSA Panel on Biological Hazards (BIOHAZ); Koutsoumanis K, Allende A, Alvarez-Ordóñez A, Bolton D, Bover-Cid S, Chemaly M, Davies R, De Cesare A, Herman L, Hilbert F, Lindqvist R, Nauta M, Ru G, Simmons M, Skandamis P, Suffredini E, Andersson DI, Bampidis V, Bengtsson-Palme J, Bouchard D, Ferran A, Kouba M, López Puente S, López-Alonso M, Nielsen SS, Pechová A, Petkova M, Girault S, Broglia A, Guerra B, Innocenti ML, Liébana E, López-Gálvez G, Manini P, Stella P, Peixe L.","EFSA J. 2021 Oct 26;19(10):e06860. doi: 10.2903/j.efsa.2021.6860. eCollection 2021 Oct.","EFSA Panel on Biological Hazards (BIOHAZ)","EFSA J","2021","2021/11/03","PMC8546795","","10.2903/j.efsa.2021.6860"
"34729084","Maximum levels of cross-contamination for 24 antimicrobial active substances in non-target feed. Part 4: β-Lactams: amoxicillin and penicillin V","EFSA Panel on Biological Hazards (BIOHAZ); Koutsoumanis K, Allende A, Alvarez-Ordóñez A, Bolton D, Bover-Cid S, Chemaly M, Davies R, De Cesare A, Herman L, Hilbert F, Lindqvist R, Nauta M, Ru G, Simmons M, Skandamis P, Suffredini E, Andersson DI, Bampidis V, Bengtsson-Palme J, Bouchard D, Ferran A, Kouba M, López Puente S, López-Alonso M, Nielsen SS, Pechová A, Petkova M, Girault S, Broglia A, Guerra B, Innocenti ML, Liébana E, López-Gálvez G, Manini P, Stella P, Peixe L.","EFSA J. 2021 Oct 26;19(10):e06855. doi: 10.2903/j.efsa.2021.6855. eCollection 2021 Oct.","EFSA Panel on Biological Hazards (BIOHAZ)","EFSA J","2021","2021/11/03","PMC8547409","","10.2903/j.efsa.2021.6855"
